age,sexe,taux,situationFamiliale,nbEnfantsAcharge,2eme voiture,immatriculation
49,M,592,En Couple,0,false,9552 DK 67
38,F,171,Seule,1,false,2296 BW 14
76,F,470,Célibataire,0,false,3008 GU 34
23,F,842,Célibataire,0,false,4749 JD 77
25,M,158,En Couple,1,false,7896 YE 37
44,M,588,Célibataire,0,false,4322 KD 43
75,F,1368,En Couple,1,false,9029 QR 93
32,M,528,En Couple,3,true,3289 FK 54
24,M,528,Seule,1,false,5952 OR 92
55,F,1336,En Couple,1,false,7647 MP 39
76,M,1118,Célibataire,0,false,4361 UZ 75
30,F,155,En Couple,2,true,5481 UL 15
47,M,815,En Couple,1,false,2940 KS 33
25,M,203,En Couple,0,true,7368 HI 70
43,F,1208,En Couple,4,false,2909 AY 74
24,M,529,En Couple,2,false,103 GU 48
58,M,1334,En Couple,2,false,5053 LD 88
29,M,217,Célibataire,0,false,9833 ZY 68
29,F,458,En Couple,0,true,6260 WA 72
23,M,594,En Couple,0,false,1533 DG 82
65,M,554,En Couple,4,false,4662 AN 10
48,M,776,En Couple,4,false,316 VL 83
42,M,247,En Couple,1,false,7681 WI 32
43,M,429,Célibataire,0,false,8071 NH 17
32,M,1051,En Couple,0,false,9882 JJ 23
22,M,413,En Couple,2,false,1291 RI 34
61,F,1027,En Couple,1,false,5205 LD 32
47,Masculin,489,En Couple,3,false,5518 SL 33
74,M,533,En Couple,3,false,5932 ID 75
25,M,975,En Couple,2,true,4625 LL 62
50,M,808,En Couple,2,false,3076 YF 58
78,M,516,Célibataire,0,false,9341 ZA 30
51,F,542,En Couple,1,true,2125 VM 73
58,M,540,En Couple,4,false,1240 KT 74
18,F,418,Seule,3,false,3856 FB 30
77,M,561,Célibataire,0,false,15 QB 16
82,F,193,En Couple,1,false,3841 AL 50
61,M,528,En Couple,4,false,7307 EJ 21
24,M,1108,En Couple,0,false,5948 YF 30
20,F,158,Célibataire,0,false,2222 QB 77
21,M,544,En Couple,2,false,2681 GQ 90
29,F,575,En Couple,1,false,9381 LC 95
59,M,942,En Couple,0,false,7705 QQ 69
52,M,868,En Couple,1, ,7733 OH 78
47,M,1365,En Couple,3,false,456 OL 46
51,M,481,Célibataire,0,false,4767 IK 69
40,F,523,Seule,1,false,9547 GR 25
32,F,1241,Célibataire,0,false,2829 HZ 38
65,F,166,Seule,3,false,17 ED 79
19,F,452,Célibataire,0,false,1620 PZ 45
47,M,582,Célibataire,0,false,7764 ZM 54
57,F,531,En Couple,0,false,3683 TS 52
18,M,533,En Couple,1,false,9702 ZJ 56
31,M,210,Célibataire,0,false,2976 OJ 79
37,M,590,En Couple,3,false,6902 HL 51
35,M,202,En Couple,0,false,479 NA 16
53,M,515,Célibataire,0,false,9898 PB 52
30,F,410,En Couple,0,false,8460 MX 12
24,M,184,Célibataire,0,false,5556 UH 74
32,F,528,Célibataire,0,false,1069 BL 75
21,M,558,Célibataire,0,false,3696 RQ 86
53,M,195,En Couple,4,true,4179 VB 51
53,M,1088,En Couple,0,false,2945 BE 93
45,M,974,En Couple,0,false,3111 VY 46
67,M,766,En Couple,3,true,6681 XU 19
84,F,410,En Couple,3,false,5407 ZW 83
68,F,1201,En Couple,0,false,3311 JR 35
46,M,874,En Couple,2,false,8120 XT 36
43,Masculin,157,Célibataire,0,?,7912 BS 11
47,M,430,En Couple,3,false,9115 VC 64
54,M,404,En Couple,4,false,8976 CK 82
64,M,512,En Couple,0,false,1049 EE 82
28,M,405,En Couple,4,false,2336 VV 46
44,F,494,En Couple,2,false,5233 NL 39
80,M,171,Célibataire,0,false,7272 QF 64
33,M,1324,Célibataire,0,false,4167 SD 66
28,M,1140,Célibataire,0,false,531 DM 50
48,M,468,En Couple,0,false,1180 NN 27
82,M,526,Célibataire,0,false,9527 JV 38
27,F,530,En Couple,0,false,3498 GM 74
70,M,941,Seule,3,false,6916 FJ 31
43,M,404,En Couple,1,false,2134 DT 41
46,M,1399,En Couple,2,false,7154 MZ 47
81,M,519,En Couple,2,false,8430 OH 42
41,M,172,En Couple,4,false,2245 ZI 19
23,M,583,Célibataire,0,false,7867 CM 27
44,M,519,Célibataire,0,false,618 AO 48
32,M,434,Seule,3,false,4318 JC 94
56,F,183,En Couple,2,false,5113 NY 33
18,M,195,Célibataire,0,false,9619 BV 64
74,M,531,Célibataire,0,false,5074 IM 76
50,M,512,Célibataire,0,false,9938 YA 44
42,M,525,Célibataire,0,false,5778 SO 91
19,M,441,En Couple,4,false,1435 YW 69
19,M,440,Célibataire,0,false,1357 ZV 23
24,F,456,Marié(e),1,true,1351 MZ 13
54,M,1008,En Couple,0,true,4131 QX 34
67,M,1279,En Couple,4,false,1244 VS 27
49,F,1304,Célibataire,0,false,4268 LT 11
59,M,933,Célibataire,0,false,151 DY 24
54,M,599,En Couple,0,false,4110 QG 86
21,M,156,En Couple,3,false,3344 CN 38
57,M,169,Célibataire,0,false,2340 FA 21
68,M,971,En Couple,2,false,8811 EY 50
27,F,411,En Couple,2,false,7653 IG 27
25,M,1049,Célibataire,0,false,9539 OB 72
62,F,1131,En Couple,2,false,4581 ZE 62
31,M,158,En Couple,1,false,239 VE 38
70,M,550,En Couple,2,true,4636 JF 90
25,F,1036,Célibataire,0,false,3199 ZK 73
58,M,496,En Couple,3,false,1986 WF 11
34,M,1393,En Couple,3,false,4030 KK 70
41,M,1226,Célibataire,0,false,309 TQ 92
19,M,1256,En Couple,4,false,3327 HV 77
73,M,703,En Couple,2,true,5855 NR 38
31,M,240,Célibataire,0,false,4849 JE 94
38,M,206,En Couple,3,false,7570 HZ 53
76,F,817,En Couple,1,false,6988 OX 54
50,M,543,En Couple,4,false,8733 EB 54
38,M,1262,Célibataire,0,false,6323 NI 73
39,M,411,En Couple,2,false,6342 VP 47
18,M,561,Seule,2,false,4033 JT 30
55,M,512,Célibataire,0,false,927 OC 60
50,N/D,212,Célibataire,0,false,2270 QR 88
35,F,448,En Couple,0,false,4867 JN 45
48,M,197,Seule,3,false,8074 JX 18
40,M,517,En Couple,4,false,8455 ER 12
22,F,511,Célibataire,0,false,3998 PI 64
19,M,403,En Couple,0,false,7835 XS 66
76,M,159,Célibataire,0,false,2287 DY 49
56,F,1332,Seule,2,false,2744 KU 57
24,M,759,En Couple,2,false,3804 MN 53
63,M,911,En Couple,0,true,7858 JS 96
51,F,450,Seule,2,false,8301 BC 54
26,M,595,Célibataire,0,false,4101 SZ 51
60,M,1352,En Couple,1,true,2404 YN 30
37,F,423,Célibataire,0,false,2682 CX 87
73,M,433,En Couple,4,false,9869 XU 27
23,F,1292,Célibataire,0,false,4864 RM 78
59,M,457,En Couple,2,false,4127 EM 69
75,M,248,En Couple,0,false,2708 LY 66
42,F,536,En Couple,3,false,1849 KN 20
33,M,1297,Célibataire,0,false,555 YD 24
20,M,415,En Couple,0,false,3896 PH 23
70,M,233,Seule,2,false,5749 RC 12
36,M,561,En Couple,1,false,8286 WS 37
42,M,165,En Couple,2,false,538 YD 11
24,F,501,En Couple,2,false,9897 TH 60
74,F,462,En Couple,4,false,8222 EV 77
18,M,222,En Couple,4,false,3795 NP 14
38,F,445,Célibataire,0,false,2654 GZ 54
47,F,477,Célibataire,0,false,2366 IV 36
40,M,835,En Couple,0,false,6017 OX 80
53,M,434,En Couple,2,true,3654 FK 65
61,M,485,Célibataire,0,false,6121 YE 95
18,M,504,En Couple,1,true,321 SZ 86
42,M,151,En Couple,4,false,1474 KB 69
48,M,423,En Couple,2,true,3311 DP 97
60,M,445,En Couple,3,false,5600 ZF 21
77,M,560,En Couple,2,false,8875 ZI 43
26,M,534,Célibataire,0,false,690 JG 91
43,M,562,En Couple,0,false,6313 KP 15
45,F,436,En Couple,4,false,5779 ZD 80
19,M,536,Célibataire,0,false,5000 XL 64
58,M,157,En Couple,1,true,8501 HX 28
52,M,1259,En Couple,0,false,6848 EO 73
78,M,457,En Couple,1,false,5958 BY 59
65,M,186,En Couple,0,true,898 GK 47
36,M,181,En Couple,0,false,7980 KV 76
18,Masculin,597,Célibataire,0,false,4044 SZ 71
24,F,555,En Couple,2,false,5914 XQ 29
18,F,1275,En Couple,0,false,6452 VK 82
32,F,489,Célibataire,0,false,3755 AK 23
52,M,998,Célibataire,0,false,1498 QV 47
38,M,567,Célibataire,0,false,2211 SX 13
53,F,478,Célibataire,0,false,792 IA 76
50,M,409,Célibataire,0,false,8627 CS 38
45,M,1184,En Couple,0,false,4611 AV 38
54,M,549,Célibataire,0,false,1971 MT 60
77,M,453,En Couple,4,false,9097 PN 76
72,M,178,Célibataire,0,false,4616 ZB 48
81,M,543,En Couple,1,false,3874 ZN 12
45,M,548,Célibataire,0,false,5901 DI 87
77,M,543,En Couple,4,false,2592 WE 87
63,M,435,En Couple,2,false,4331 CT 23
52,M,575,En Couple,3,false,2849 GX 36
18,M,221,Célibataire,0,false,243 WD 33
30,M,598,En Couple,1,false,1017 BH 22
71,M,152,En Couple,0,false,79 SV 13
23,M,561,En Couple,4,false,3627 TP 28
69,F,1247,Célibataire,0,false,3271 YQ 55
59,F,782,Célibataire,0,false,9663 NC 39
18,F,599,En Couple,4,false,6680 NI 47
59,M,236,Célibataire,0,false,1418 LK 92
38,M,587,Seule,2,false,3932 ZL 90
35,M,196,Célibataire,0,false,2203 OM 41
45,F,167,En Couple,4,false,8150 SG 44
29,M,195,En Couple,0,false,1545 GM 89
36,F,831,En Couple,4,false,2084 BS 62
37,M,1066,Célibataire,0,false,1624 HB 48
31,F,504,En Couple,2,false,2173 TL 63
30,M,212,En Couple,0,false,9059 CG 79
25,M,459,Célibataire,0,false,1523 VR 55
40,F,498,En Couple,3,true,9200 YC 69
76,Homme,170,Célibataire,0,false,2000 NU 27
20,M,464,En Couple,0,false,3233 IU 46
42,F,165,En Couple,1,false,2474 ZW 43
24,M, ,Seule,3,false,6847 NK 87
19,M,1295,Célibataire,0,false,7616 WO 48
30,F,1206,Célibataire,0,false,623 HA 24
29,M,487,En Couple,4,false,7516 HY 41
84,M,223,En Couple,1,false,3550 OY 54
78,M,766,En Couple,3,false,8480 BL 56
31,F,468,Célibataire,0,false,9254 DG 45
58,M,787,En Couple,3,true,1195 GP 23
46,F,1366,En Couple,4,false,4921 WG 41
18,M,447,Célibataire,0,false,1731 WP 14
73,M,544,En Couple,1,false,6370 VF 46
84,M,769,En Couple,1,false,1002 JY 96
54,F,239,En Couple,2,false,8393 DU 45
29,F,812,En Couple,0,false,8924 WG 58
80,M,211,Célibataire,0,false,8973 DS 62
44,M,431,En Couple,4,false,4508 QZ 65
42,F,1010,Célibataire,0,false,3865 GW 19
25,F,543,En Couple,0,true,5260 LV 88
53,M,164,En Couple,1,false,7633 LK 90
27,M,916,En Couple,1,false,5667 ER 95
28,M,1260,En Couple,4,false,7092 UH 23
18,M,247,En Couple,0,false,5126 FZ 39
65,M,466,En Couple,4,false,857 TT 90
35,M,442,Célibataire,0,false,8930 OI 58
25,M,498,En Couple,2,false,7316 MF 75
37,M,215,Célibataire,0,false,2685 SY 56
32,M,501,En Couple,0,true,4447 XY 27
49,F,1320,Seul,0,false,330 ET 31
52,M,1295,Célibataire,0,false,35 EZ 84
27,M,560,En Couple, ,false,323 CP 33
21,M,532,En Couple,3,false,9183 HB 19
30,F,706,Célibataire,0,false,2495 KS 17
53,M,521,En Couple,2,false,3756 BU 70
49,F,461,En Couple,1,true,7163 AJ 92
25,M,755,En Couple,1,false,4145 KI 28
31,M,990,En Couple,3,true,8210 RT 63
59,F,920,En Couple,4,false,8859 VN 88
45,F,220,En Couple,0,true,1703 ZO 36
36,M,475,En Couple,0,true,1793 XF 40
49,M,463,Célibataire,0,false,2952 ML 39
19,M,994,En Couple,3,true,1128 HE 40
26,M,721,Célibataire,0,false,1418 JR 20
51,M,1254,En Couple,0,false,4618 JR 74
25,F,200,En Couple,2,false,385 PP 32
73,F,1247,En Couple,4,false,6143 JB 37
45,M,416,Célibataire,0,false,6150 TT 35
53,M,1051,En Couple,2,false,5206 QS 26
19,F,164,Célibataire,0,false,9168 TX 30
36,M,198,Célibataire,0,false,3482 DK 23
31,M,1151,En Couple,2,true,1022 FI 73
24,M,947,En Couple,2,false,3951 WD 63
58,M,247,Célibataire,0,false,665 KC 37
31,F,1046,Célibataire,0,false,5235 BG 56
24,M,986,En Couple,4,false,2804 UG 66
61,M,151,En Couple,4,false,2527 PX 14
38,F,424,En Couple,4,?,6765 TY 53
49,M,541,En Couple,2,false,1254 SZ 16
59,F,814,En Couple,1,false,4587 EZ 70
19,F,522,En Couple,1,false,6611 UE 94
64,F,482,En Couple,1,false,1023 KK 18
26,M,554,Seule,3,false,2028 LX 31
37,M,239,En Couple,0,true,1813 ST 91
30,M,1300,En Couple,4,false,6835 AU 47
63,F,594,Célibataire,0,false,4258 OU 24
48,M,1090,En Couple,2,true,5344 CA 97
41,M,1303,En Couple,2,true,6341 OX 18
29,M,1183,En Couple,2,false,1418 QV 77
39,M,417,En Couple,0,false,328 ND 29
21,F,406,En Couple,0,false,4845 HL 81
40,M,1314,En Couple,2,false,3421 II 86
46,M,483,En Couple,1,false,2083 SL 90
54,M,206,En Couple,2,true,3427 FL 21
24,F,238,Seule,2,false,4813 SZ 53
81,M,420,En Couple,4,false,9136 YG 40
77,F,475,En Couple,3,false,9721 ZE 37
23,F,464,En Couple,0,false,4438 WQ 76
19,M,1107,En Couple,4,true,7355 ZL 56
20,M,1384,En Couple,4,false,7712 WH 26
38,M,452,Célibataire,0,false,9349 IL 22
23,M,518,En Couple,1,true,9251 CL 60
22,M,860,En Couple,2,true,9329 NP 26
63,F,509,En Couple,2,false,2671 OC 64
37,F,474,En Couple,0,false,9939 QF 30
45,F,500,Célibataire,0,false,4206 UF 40
34,M,412,En Couple,1,false,1353 WG 98
40,M,452,En Couple,2,false,9409 YO 38
24,M,519,Célibataire,0,false,604 ZL 31
77,M,461,En Couple,0,false,6775 FU 43
82,M,446,En Couple,0,false,6175 GY 85
74,F,736,En Couple,3,false,3096 AT 22
22,F,452,En Couple,3,false,6780 LJ 19
77,M,753,En Couple,3,false,9427 LJ 48
21,M,559,Célibataire,0,false,5276 HV 68
24,F,221,Célibataire,0,false,502 XB 40
18,M,1095,Seule,2,false,4301 HC 84
71,M,1264,Seule,2,false,3076 AE 67
63,F,208,Célibataire,0,false,4587 QJ 72
53,F,544,En Couple,3,true,1341 XD 80
29,F,1115,En Couple,3,false,4121 OK 95
23,M,1168,Célibataire,0,false,7867 RK 83
53,F,533,En Couple,3,false,823 PJ 35
40,F,202,En Couple,0,false,4273 ZA 28
22,F,177,En Couple,3,false,123 LL 48
38,F,515,En Couple,0,false,7916 IJ 57
19,M,597,En Couple,1,false,5722 XA 31
56,M,507,En Couple,1,false,8372 VM 44
57,M,415,Célibataire,0,false,798 SR 43
25,Masculin,921,En Couple,0,false,4825 XG 72
60,F,505,En Couple,1,false,3422 ON 60
24,F,479,Marié(e),0,false,1751 IL 40
21,M,571,En Couple,1,false,267 QO 88
46,F,458,Célibataire,0,false,9508 TL 20
25,M,1127,Célibataire,0,false,9007 ZK 43
59,M,467,Célibataire,0,false,7279 IY 38
65,M,161,En Couple,1,false,2765 CR 63
69,M,211,En Couple,0,true,3312 IH 19
62,F,507,En Couple,1,false,2694 DA 33
48,F,1192,Seule,1,false,5916 KW 10
34,M,154,En Couple,3,false,1648 YN 22
77,F,524,Célibataire,0,false,7200 PV 62
54,M,1094,En Couple,4,false,7646 ZW 82
25,Homme,527,Célibataire,0,false,2419 RP 70
33,F,499,En Couple,3,false,8045 JZ 85
49,F,525,Seule,3,false,7350 MC 55
46,F,1132,En Couple,3,false,8514 LB 14
51,F,849,En Couple,1,false,1973 MN 70
81,M,584,En Couple,3,true,5454 UJ 85
63,M,559,Célibataire,0,false,1028 DB 11
34,M,527,En Couple,4,false,1580 OL 56
74,M,430,En Couple,1,false,2564 EB 48
57,M,503,En Couple,3,false,991 EE 52
52,F,170,Célibataire,0,false,9645 YT 61
19,M,1053,En Couple,1,false,5318 YC 88
35,F,1392,Célibataire,0,false,3492 XI 59
58,M,488,En Couple,1,false,8698 NB 34
54,M,544,En Couple,0,false,7252 LQ 70
47,M,238,Célibataire,0,false,1356 NG 74
38,M,196,En Couple,0,false,6502 NJ 46
81,F,978,En Couple,3,false,1929 TN 40
24,M,582,En Couple,3,true,3211 BX 68
74,F,966,En Couple,3,false,119 ZM 10
46,M,563,En Couple,1,false,6510 QL 36
33,M,1132,En Couple,3,true,2983 OQ 40
69,M,415,En Couple,0,false,9940 ZT 45
65,F,421,En Couple,4,true,2979 GW 98
75,M,194,Célibataire,0,false,77 ZK 74
32,F,551,En Couple,4,false,7870 AJ 75
26,M,448,Seule,1,false,7362 EB 38
52,M,200,En Couple,1,false,9705 VL 65
22,F,174,Célibataire,0,false,438 RD 18
75,M,519,En Couple,2,false,9866 ZC 22
27,F,849,En Couple,2,false,1239 CE 79
40,M,161,En Couple,4,true,5684 CM 12
41,F,210,Célibataire,0,false,9197 OE 18
48,Homme,945,En Couple,1,false,611 GJ 97
30,F,742,En Couple,3,true,5079 ZJ 22
43,F,190,En Couple,0,false,8846 OQ 35
50,F,548,Seule,2,false,7746 MI 35
38,M,508,En Couple,0,true,726 QQ 68
38,M,189,En Couple,4,true,5811 KE 70
46,F,1346,Seul,0,false,563 GZ 85
61,F,426,Célibataire,0,false,8873 CU 64
53,M,237,En Couple,1,false,4843 DO 71
74,M,530,Seule, ,false,7198 YI 94
19,M,474,En Couple,2,false,1341 LR 60
26,F,1012,En Couple,0,false,7749 LB 15
55,M,474,En Couple,3,false,8639 AV 73
75,M,190,Célibataire,0,false,5835 NS 81
23,M,989,En Couple,1,false,9413 EQ 28
42,F,845,Célibataire,0,false,8231 KM 84
19,F,418,En Couple,4,false,8235 ZF 91
19,M,551,Célibataire,0,false,8219 HB 17
69,M,487,Seule,2,false,2871 ZJ 50
64,F,752,En Couple,0,false,114 DT 86
51,M,844,Célibataire,0,false,9354 VS 38
73,M,539,En Couple,0,false,178 GQ 12
33,M,1210,Célibataire,0,false,4429 FW 63
41,M,1234,En Couple,0,false,9657 EG 86
20,M,579,Célibataire,0,false,1526 QL 86
45,M,560,En Couple,3,false,7058 XO 93
42,M,1002,Célibataire,0,false,7650 KW 91
42,M,743,Célibataire,0,false,6127 LU 29
38,M,524,En Couple,4,false,9674 HF 98
66,M,451,Célibataire,0,false,6845 FK 66
31,F,500,En Couple,3,false,9072 KS 76
46,M,436,En Couple,0,false,7701 SK 30
27,M,176,En Couple,2,true,1537 LN 64
41,M,459,En Couple,4,false,6583 OP 92
71,M,197,Célibataire,0,false,7010 HY 17
39,F,194,En Couple,2,false,478 KD 13
30,M,584,Célibataire,0,false,4948 MG 59
35,M,421,Célibataire,0,false,2288 EK 13
54,F,564,En Couple,2,false,1537 AA 95
49,F,249,Seule,2,false,8333 FC 64
42,F,410,En Couple,0,false,6894 LC 22
25,F,481,En Couple,1,false,8221 EC 60
20,F,414,En Couple,4,false,697 ZY 29
44,M,438,Célibataire,0,false,4596 AB 98
20,M,422,Célibataire,0,false,9499 TY 87
74,M,171,En Couple,2,false,4000 NO 42
36,F,225,En Couple,1,false,7637 PX 98
35,M,177,En Couple,4,false,9846 XZ 73
75,M,436,En Couple,4,false,1140 LI 13
25,M,550,En Couple,3,false,9818 CP 70
29,F,230,En Couple,2,false,1070 LX 45
38,M,537,En Couple,4,false,4021 TK 25
25,M,507,En Couple,0,true,3331 TO 30
21,M,501,En Couple,1,false,95 HO 12
41,F,800,Seule,2,false,8991 IH 53
52,M,446,En Couple,3,true,8708 GN 78
18,F,1051,En Couple,4,false,5972 XO 57
27,F,1067,En Couple,1,false,448 CD 26
79,M,493,En Couple,0,true,8226 JW 73
22,M,498,Célibataire,0,false,965 DY 19
29,F,413,En Couple,0,true,17 PX 36
19,M,574,En Couple,3,false,161 WW 50
29,F,408,En Couple,2,false,8739 HH 21
77,M,1098,Célibataire,0,false,5979 IB 82
27,M,184,Célibataire,0,false,6340 OQ 12
70,M,1331,Célibataire,0,false,7541 KZ 16
47,M,926,Célibataire,0,false,4395 LW 90
48,M,1258,En Couple,0,false,104 GV 73
46,M,408,En Couple,1,false,4504 RY 68
62,M,1227,En Couple,1,true,6876 CR 16
70,Femme,201,En Couple,1,false,7286 ZL 51
36,M,578,En Couple,4,false,9759 MP 95
41,M,1388,En Couple,2,false,7432 RR 47
44,M,462,En Couple,0,false,9067 LX 30
41,M,599,En Couple,1,false,7373 HF 76
68,M,206,Célibataire,0,false,6722 NJ 95
29,F,1386,En Couple,0,false,2925 YG 21
73,F,507,Célibataire,0,false,4291 SS 18
33,F,599,En Couple,1,false,9899 NG 23
58,M,435,?,0,false,7252 QS 94
55,M,1155,Célibataire,0,false,9987 KD 19
48,M,903,En Couple,1,false,8167 NM 88
57,M,419,En Couple,2,false,1450 GH 93
18,M,194,En Couple,3,false,9975 WM 28
61,M,531,En Couple,1,false,3395 FG 96
46,F,205,En Couple,2,false,3242 EB 23
65,M,435,Célibataire,0,false,1766 DQ 43
73,M,548,En Couple,0,false,1918 YU 32
57,M,918,En Couple,0,false,2921 AL 87
61,M,860,Célibataire,0,false,8253 SL 22
44,M,421,Seule,1,false,1993 SH 29
20,F,1302,En Couple,2,false,267 PC 88
61,M,404,En Couple,3,false,7742 IG 42
48,F,1076,En Couple,0,false,724 KL 51
75,M,757,Célibataire,0,false,316 RZ 92
75,M,519,Célibataire,0,false,5649 ZA 97
56,M,514,En Couple,3,true,3326 IA 93
70,M,197,En Couple,2,false,2305 ZM 52
52,F,522,Célibataire,0,false,3723 VI 69
81,M,770,En Couple,0,false,5393 JO 70
37,F,214,En Couple,0,false,8819 KM 13
77,F,1106,Célibataire,0,false,9095 PY 86
20,M,245,En Couple,1,false,7697 BG 28
44,F,957,En Couple,1,false,6160 DQ 55
55,M,904,En Couple,4,true,1080 YT 64
57,F,403,En Couple,2,false,3591 CY 32
23,M,564,En Couple,4,false,9142 SD 61
56,M,516,En Couple,3,false,2687 AT 28
23,F,534,En Couple,2,false,8870 UL 42
61,F,573,Célibataire,0,false,8421 JJ 56
66,M,156,En Couple,0,false,4167 VL 67
44,M,249,En Couple,3,false,225 MS 47
55,M,493,En Couple,1,false,8120 VD 85
58,M,473,En Couple,2,false,8819 HF 52
22,F,533,Célibataire,0,false,7006 ME 52
46,M,750,Seul,0,false,5335 ZF 68
24,F,-1,En Couple,3,false,8761 CR 46
26,M,584,En Couple,0,false,2995 IQ 90
18,M,206,En Couple,0,false,2597 RY 36
55,M,1067,En Couple,3,false,2118 PK 30
59,M,535,Célibataire,0,false,2340 YL 70
72,M,243,Célibataire,0,false,4473 WZ 58
36,M,509,En Couple,1,false,7286 WW 95
45,M,416,En Couple,2,false,6463 MF 62
25,F,809,En Couple,0,false,1922 VP 72
26,M,496,Célibataire,0,false,309 RM 63
48,M,563,En Couple,4,true,6572 DA 44
58,M,151,Célibataire,0,false,740 SV 42
29,M,212,Célibataire,0,false,4255 JA 19
20,M,1254,En Couple,1,false,988 GQ 75
23,M,582,En Couple,1,false,4306 JR 90
74,M,158,Célibataire,0,false,8329 PK 57
47,M,464,En Couple,3,false,3861 MZ 25
61,M,200,En Couple,4,true,1359 ID 24
35,M,585,En Couple,4,false,7730 DA 51
25,M,414,En Couple,0,false,6287 RF 98
73,F,502,En Couple,0,false,174 ZD 98
62,F,708,En Couple,3,false,6594 XD 52
33,M,831,En Couple,2,false,8247 VK 12
23,M,1169,En Couple,0,false,5770 HA 52
33,M,216,En Couple,4,false,8021 CC 15
42,Homme,476,Célibataire,0,false,7061 JB 37
21,M,235,Célibataire,0,false,474 PC 56
37,F,1158,Célibataire,0,false,8555 FL 34
58,M,1010,En Couple,4,false,1796 BD 35
36,F,506,En Couple,3,false,3453 XO 86
52,F,425,En Couple,1,true,360 GT 20
82,M,746,En Couple,0,false,7334 AC 70
21,F,471,Célibataire,0,false,9110 RM 77
18,F,187,Célibataire,0,false,2347 RO 63
34,F,220,En Couple,0,false,377 LB 36
45,M,491,Célibataire,0,false,7372 WY 75
40,Homme,541,Célibataire,0,false,1365 GP 70
18,M,220,En Couple,2,false,7123 BQ 61
34,M,531,Célibataire,0,false,889 PL 30
53,M,1067,En Couple,1,false,657 UK 36
42,M,465,En Couple,2,false,6413 XK 68
27,F,439,Célibataire,0,false,21 AU 81
31,M,780,Célibataire,0,false,2674 XP 25
52,M,430,Seule,1,false,6550 CC 87
53,M,592,En Couple,4,false,8662 MA 79
30,F,918,En Couple,2,true,9254 LF 32
18,M,402,En Couple,1,true,5423 GB 49
27,M,1009,En Couple,0,true,5663 DU 89
38,M,791,Célibataire,0,false,4573 KH 22
27,M,180,Marié(e),2,false,4183 CF 49
55,M,156,Célibataire,0,false,1738 VN 64
33,Masculin,180,Célibataire,0,false,9021 VO 36
59,M,518,Célibataire,0,false,9083 EC 50
49,M,763,En Couple,0,false,5371 NZ 43
23,M,946,En Couple,0,false,3005 ZK 79
29,M,459,En Couple,3,false,2820 VM 79
18,M,519,En Couple,1,false,3418 HU 35
23,M,464,En Couple,3,true,2340 KR 34
55,F,554,Célibataire,0,false,1588 WM 23
46,M,484,Célibataire,0,false,5493 AR 94
34,M,1151,En Couple,0,false,3558 NC 71
81,M,1149,Célibataire,0,false,486 KF 85
56,M,454,Célibataire,0,false,792 YJ 61
55,F,475,En Couple,0,false,5571 VI 50
59,M,512,En Couple,3,true,2553 EA 81
58,F,596,Marié(e),0,false,866 EC 49
34,M,721,En Couple,0,false,84 AB 43
40,F,700,En Couple,3,false,5233 JV 79
23,M,572,En Couple,4,false,1326 FG 67
68,M,172,Célibataire,0,false,6139 CT 69
46,M,1127,En Couple,1,false,2355 WT 55
25,M,193,En Couple,1,false,9714 ME 84
42,M,1178,En Couple,3,false,8638 FK 43
26,F,496,En Couple,2,false,5491 EG 42
25,M,866,En Couple,1,false,4159 VE 18
52,M,592,Seule,3,false,9431 WU 29
25,M,166,En Couple,2,false,8180 TD 49
29,M,486,En Couple,1,true,2574 LU 75
41,M,557,En Couple,3,false,7939 UX 88
49,F,1106,En Couple,0,false,1411 CO 25
54,F,556,En Couple,2,false,6491 PN 79
43,M,1146,En Couple,0,true,2317 WN 51
24,M,926,En Couple,0,false,488 WS 38
31,M,172,En Couple,0,false,3977 YQ 79
38,M,564,En Couple,3,false,2174 PV 47
19,M,1115,En Couple,3,false,9507 YE 81
30,M,831,Célibataire,0,false,1195 HY 12
18,F,215,En Couple,3,false,4044 JE 50
27,M,599,Célibataire,0,false,4775 XU 42
32,F,900,Célibataire,0,false,1282 TI 53
22,F,233,En Couple,2,true,36 GS 59
24,F,180,En Couple,1,false,6589 HB 98
21,M,463,En Couple,2,true,207 UB 91
23,M,986,En Couple,2,false,9453 TR 77
44,F,739,Célibataire,0,false,447 ZP 50
63,M,596,Seul,0,false,6399 XA 12
78,M,559,En Couple,1,false,6307 QK 80
22,M,566,Célibataire,0,false,3671 NB 61
20,M,820,En Couple,2,false,7094 WP 69
28,M,199,En Couple,1,false,3477 CL 85
64,M,1373,Célibataire,0,false,5708 PI 88
41,M,882,En Couple,0,false,7762 IV 82
30,F,157,En Couple,1,false,1028 LF 23
37,F,477,En Couple,4,false,1457 UU 92
52,M,428,En Couple,0,false,1205 JC 95
45,F,525,En Couple,0,false,5728 UZ 26
34,M,193,En Couple,2,false,6659 QX 30
47,F,703,En Couple,4,false,2934 PQ 61
39,M,221,En Couple,0,false,8152 HL 66
49,F,523,En Couple,2,false,6964 LT 80
47,M,1351,En Couple,4,false,1325 MH 24
56,M,439,Célibataire,0,false,294 VY 22
46,M,1271,En Couple,0,true,64 AB 66
70,F,1269,En Couple,2,false,1841 TK 37
18,M,453,Célibataire,0,false,2781 YO 28
49,M,577,Seule,1,false,4948 KN 40
21,M,494,En Couple,2,false,8136 VA 33
